"uniprotkb_canonical_ac","species","status","gene_symbol","uniprotkb_protein_name","ec_number","brenda_ec_number","cazy_gt_family","interpro_id","pfam_ac","go_molecular_function"
"Q9UBX8-1","Homo sapiens (Human)","reviewed","B4GALT6","Beta-1,4-galactosyltransferase 6 (Beta-1,4-GalTase 6) (Beta4Gal-T6) (b4Gal-T6) (EC 2.4.1.-) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6) (UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6)","2.4.1.-|2.4.1.274","2.4.1.274","GT7","IPR003859|IPR027791|IPR027995|IPR029044","PF02709|PF13733","galactosyltransferase activity [GO:0008378]|metal ion binding [GO:0046872]|UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity [GO:0008489]"
"Q9UJ37-1","Homo sapiens (Human)","reviewed","ST6GALNAC2","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 (EC 2.4.99.3) (GalNAc alpha-2,6-sialyltransferase II) (ST6GalNAc II) (ST6GalNAcII) (SThM) (Sialyltransferase 7B) (SIAT7-B)","2.4.99.3","2.4.99.3","GT29","IPR001675|IPR038578|IPR012163","PF00777","alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity [GO:0001665]|sialyltransferase activity [GO:0008373]"
"Q9UKY4-1","Homo sapiens (Human)","reviewed","POMT2","Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2)","2.4.1.109","2.4.1.109","GT39","IPR027005|IPR003342|IPR036300|IPR016093|IPR032421","PF02815|PF02366|PF16192","dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]|mannosyltransferase activity [GO:0000030]|metal ion binding [GO:0046872]"
"Q9UM21-1","Homo sapiens (Human)","reviewed","MGAT4A","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (GlcNAc-T IVa) (GnT-IVa) (N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa) [Cleaved into: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form]","2.4.1.145","2.4.1.145","GT54","IPR006759","","acetylglucosaminyltransferase activity [GO:0008375]|alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity [GO:0008454]|metal ion binding [GO:0046872]"
"Q9UNA3-1","Homo sapiens (Human)","reviewed","A4GNT","Alpha-1,4-N-acetylglucosaminyltransferase (Alpha4GnT) (EC 2.4.1.-)","2.4.1.-","","GT32","IPR007652|IPR007577|IPR029044","PF04572|PF04488","acetylglucosaminyltransferase activity [GO:0008375]"
"Q9UNP4-1","Homo sapiens (Human)","reviewed","ST3GAL5","Lactosylceramide alpha-2,3-sialyltransferase (EC 2.4.99.9) (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase) (Ganglioside GM3 synthase) (ST3Gal V) (ST3GalV) (Sialyltransferase 9)","2.4.99.9","2.4.99.9","GT29","IPR001675|IPR038578|IPR012163","PF00777","lactosylceramide alpha-2,3-sialyltransferase activity [GO:0047291]|neolactotetraosylceramide alpha-2,3-sialyltransferase activity [GO:0004513]|sialyltransferase activity [GO:0008373]"
"Q9UQ53-1","Homo sapiens (Human)","reviewed","MGAT4B","Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVb) (GlcNAc-T IVb) (GnT-IVb) (N-acetylglucosaminyltransferase IVb) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVb)","2.4.1.145","2.4.1.145","GT54","IPR006759","","acetylglucosaminyltransferase activity [GO:0008375]|alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity [GO:0008454]|metal ion binding [GO:0046872]"
"Q9Y231-1","Homo sapiens (Human)","reviewed","FUT9","Alpha-(1,3)-fucosyltransferase 9 (EC 2.4.1.-) (Fucosyltransferase 9) (Fucosyltransferase IX) (Fuc-TIX) (FucT-IX) (Galactoside 3-L-fucosyltransferase)","2.4.1.-","","GT10","IPR031481|IPR001503|IPR038577","PF17039|PF00852","alpha-(1->3)-fucosyltransferase activity [GO:0046920]|fucosyltransferase activity [GO:0008417]"
"Q9Y274-1","Homo sapiens (Human)","reviewed","ST3GAL6","Type 2 lactosamine alpha-2,3-sialyltransferase (EC 2.4.99.-) (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (ST3GalVI) (Sialyltransferase 10)","2.4.99.-","2.4.99.10|2.4.99.6","GT29","IPR001675|IPR038578|IPR012163","PF00777","beta-galactoside alpha-2,3-sialyltransferase activity [GO:0052798]|sialyltransferase activity [GO:0008373]"
"Q9Y2A9-1","Homo sapiens (Human)","reviewed","B3GNT3","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3 (EC 2.4.1.149) (Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase) (EC 2.4.1.146) (Beta-1,3-galactosyltransferase 8) (Beta-1,3-GalTase 8) (Beta3Gal-T8) (Beta3GalT8) (b3Gal-T8) (Beta-3-Gx-T8) (Core 1 extending beta-1,3-N-acetylglucosaminyltransferase) (Core1-beta3GlcNAcT) (Transmembrane protein 3) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 8) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3) (BGnT-3) (Beta-1,3-Gn-T3) (Beta-1,3-N-acetylglucosaminyltransferase 3) (Beta3Gn-T3) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 8)","2.4.1.149|2.4.1.146","2.4.1.146","GT31","IPR002659","PF01762","acetylgalactosaminyltransferase activity [GO:0008376]|beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity [GO:0047223]|galactosyltransferase activity [GO:0008378]|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [GO:0008532]"
"Q9Y2B1-1","Homo sapiens (Human)","reviewed","RXYLT1","Ribitol-5-phosphate xylosyltransferase 1 (EC 2.4.2.-) (Transmembrane protein 5) (UDP-D-xylose:ribitol-5-phosphate beta1,4-xylosyltransferase)","2.4.2.-","","","","","ribitol beta-1,4-xylosyltransferase activity [GO:0120053]"
"Q9Y2C3-1","Homo sapiens (Human)","reviewed","B3GALT5","Beta-1,3-galactosyltransferase 5 (Beta-1,3-GalTase 5) (Beta3Gal-T5) (Beta3GalT5) (b3Gal-T5) (EC 2.4.1.-) (Beta-3-Gx-T5) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5)","2.4.1.-","","GT31","IPR002659","PF01762","acetylgalactosaminyltransferase activity [GO:0008376]|UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity [GO:0008499]"
"Q9Y2G5-3","Homo sapiens (Human)","reviewed","POFUT2","GDP-fucose protein O-fucosyltransferase 2 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 2) (O-FucT-2)","2.4.1.221","2.4.1.221","GT68","IPR019378","PF10250","peptide-O-fucosyltransferase activity [GO:0046922]"
"Q9Y4X1-1","Homo sapiens (Human)","reviewed","UGT2A1","UDP-glucuronosyltransferase 2A1 (UDPGT 2A1) (EC 2.4.1.17)","2.4.1.17","","GT1","IPR002213|IPR035595","PF00201","glucuronosyltransferase activity [GO:0015020]|UDP-glycosyltransferase activity [GO:0008194]"
"Q9Y5Z6-1","Homo sapiens (Human)","reviewed","B3GALT1","Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3Gal-T1) (Beta3GalT1) (EC 2.4.1.86) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)","2.4.1.86","2.4.1.134","GT31","IPR002659|IPR029044","PF01762","acetylgalactosaminyltransferase activity [GO:0008376]|glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity [GO:0047275]|UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity [GO:0008499]"
"Q9Y644-1","Homo sapiens (Human)","reviewed","RFNG","Beta-1,3-N-acetylglucosaminyltransferase radical fringe (EC 2.4.1.222) (O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase)","2.4.1.222","","GT31","IPR017374|IPR003378","PF02434","acetylglucosaminyltransferase activity [GO:0008375]|metal ion binding [GO:0046872]|O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity [GO:0033829]"
"Q9Y672-1","Homo sapiens (Human)","reviewed","ALG6","Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6 homolog) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)","2.4.1.267","2.4.1.267","GT57","IPR039488|IPR004856","PF03155","dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity [GO:0004583]|dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity [GO:0042281]|glucosyltransferase activity [GO:0046527]"
"Q9Y673-1","Homo sapiens (Human)","reviewed","ALG5","Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog)","2.4.1.117","","GT2","IPR035518|IPR001173|IPR029044","PF00535","dolichyl-phosphate beta-glucosyltransferase activity [GO:0004581]|oligosaccharyl transferase activity [GO:0004576]"
"Q9Y6A1-1","Homo sapiens (Human)","reviewed","POMT1","Protein O-mannosyl-transferase 1 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 1)","2.4.1.109","2.4.1.109","GT39","IPR027005|IPR003342|IPR036300|IPR016093|IPR032421","PF02815|PF02366|PF16192","dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]|mannosyltransferase activity [GO:0000030]|metal ion binding [GO:0046872]"
"U3KPV4-1","Homo sapiens (Human)","reviewed","A3GALT2","Alpha-1,3-galactosyltransferase 2 (EC 2.4.1.87) (Isoglobotriaosylceramide synthase) (iGb3 synthase) (iGb3S)","2.4.1.87","","","IPR005076|IPR029044","PF03414","metal ion binding [GO:0046872]|N-acetyllactosaminide 3-alpha-galactosyltransferase activity [GO:0047276]|transferase activity, transferring glycosyl groups [GO:0016757]"
